| epoch   1 |    10/ 1389 batches | lr 0.00 | ms/batch 30.03 | loss 11.45 | ppl 93609.87
| epoch   7 |   450/ 1389 batches | lr 1.23 | ms/batch 20.20 | loss  4.53 | ppl    92.52
| epoch   7 |   460/ 1389 batches | lr 1.22 | ms/batch 20.33 | loss  4.58 | ppl    97.35
| epoch   7 |   470/ 1389 batches | lr 1.22 | ms/batch 20.38 | loss  4.65 | ppl   104.20
| epoch   7 |   480/ 1389 batches | lr 1.22 | ms/batch 20.13 | loss  4.61 | ppl   100.67
| epoch   7 |   490/ 1389 batches | lr 1.22 | ms/batch 20.16 | loss  4.46 | ppl    86.90
| epoch   7 |   500/ 1389 batches | lr 1.22 | ms/batch 20.23 | loss  4.51 | ppl    90.78
| epoch   7 |   510/ 1389 batches | lr 1.22 | ms/batch 20.28 | loss  4.35 | ppl    77.30
| epoch   7 |   520/ 1389 batches | lr 1.22 | ms/batch 20.41 | loss  4.49 | ppl    89.08
| epoch   7 |   530/ 1389 batches | lr 1.22 | ms/batch 20.00 | loss  4.52 | ppl    91.47
| epoch   7 |   540/ 1389 batches | lr 1.22 | ms/batch 20.21 | loss  4.51 | ppl    91.01
| epoch   7 |   550/ 1389 batches | lr 1.22 | ms/batch 20.29 | loss  4.41 | ppl    82.61
| epoch   7 |   560/ 1389 batches | lr 1.22 | ms/batch 20.35 | loss  4.50 | ppl    89.68
| epoch   7 |   570/ 1389 batches | lr 1.22 | ms/batch 20.13 | loss  4.53 | ppl    92.47
| epoch   7 |   580/ 1389 batches | lr 1.22 | ms/batch 20.33 | loss  4.62 | ppl   101.97
| epoch   7 |   590/ 1389 batches | lr 1.22 | ms/batch 20.27 | loss  4.55 | ppl    95.09
| epoch   7 |   600/ 1389 batches | lr 1.22 | ms/batch 20.50 | loss  4.46 | ppl    86.60
| epoch   7 |   610/ 1389 batches | lr 1.21 | ms/batch 20.03 | loss  4.46 | ppl    86.74
| epoch   7 |   620/ 1389 batches | lr 1.21 | ms/batch 20.36 | loss  4.48 | ppl    88.35
| epoch   7 |   630/ 1389 batches | lr 1.21 | ms/batch 20.19 | loss  4.42 | ppl    83.04
| epoch   7 |   640/ 1389 batches | lr 1.21 | ms/batch 20.09 | loss  4.46 | ppl    86.57
| epoch   7 |   650/ 1389 batches | lr 1.21 | ms/batch 20.44 | loss  4.51 | ppl    90.83
| epoch   7 |   660/ 1389 batches | lr 1.21 | ms/batch 20.36 | loss  4.52 | ppl    92.13
| epoch   7 |   670/ 1389 batches | lr 1.21 | ms/batch 20.04 | loss  4.54 | ppl    93.57
| epoch   7 |   680/ 1389 batches | lr 1.21 | ms/batch 20.84 | loss  4.46 | ppl    86.56
| epoch   7 |   690/ 1389 batches | lr 1.21 | ms/batch 19.78 | loss  4.35 | ppl    77.13
| epoch   7 |   700/ 1389 batches | lr 1.21 | ms/batch 20.00 | loss  4.38 | ppl    80.04
| epoch   7 |   710/ 1389 batches | lr 1.21 | ms/batch 20.55 | loss  4.45 | ppl    85.98
| epoch   7 |   720/ 1389 batches | lr 1.21 | ms/batch 20.20 | loss  4.48 | ppl    87.85
| epoch   7 |   730/ 1389 batches | lr 1.21 | ms/batch 20.16 | loss  4.46 | ppl    86.35
| epoch   7 |   740/ 1389 batches | lr 1.21 | ms/batch 20.25 | loss  4.47 | ppl    87.45
| epoch   7 |   750/ 1389 batches | lr 1.21 | ms/batch 20.32 | loss  4.39 | ppl    80.63
| epoch   7 |   760/ 1389 batches | lr 1.20 | ms/batch 20.22 | loss  4.55 | ppl    94.44
| epoch   7 |   770/ 1389 batches | lr 1.20 | ms/batch 20.24 | loss  4.54 | ppl    93.79
| epoch   7 |   780/ 1389 batches | lr 1.20 | ms/batch 20.44 | loss  4.46 | ppl    86.58
| epoch   7 |   790/ 1389 batches | lr 1.20 | ms/batch 20.72 | loss  4.38 | ppl    79.79
| epoch   7 |   800/ 1389 batches | lr 1.20 | ms/batch 20.22 | loss  4.53 | ppl    92.59
| epoch   7 |   810/ 1389 batches | lr 1.20 | ms/batch 20.03 | loss  4.51 | ppl    90.78
| epoch   7 |   820/ 1389 batches | lr 1.20 | ms/batch 20.34 | loss  4.49 | ppl    89.32
| epoch   7 |   830/ 1389 batches | lr 1.20 | ms/batch 20.08 | loss  4.40 | ppl    81.82
| epoch   7 |   840/ 1389 batches | lr 1.20 | ms/batch 20.08 | loss  4.32 | ppl    75.32
| epoch   7 |   850/ 1389 batches | lr 1.20 | ms/batch 20.19 | loss  4.37 | ppl    79.31
| epoch   7 |   860/ 1389 batches | lr 1.20 | ms/batch 20.29 | loss  4.43 | ppl    83.66
| epoch   7 |   870/ 1389 batches | lr 1.20 | ms/batch 20.55 | loss  4.56 | ppl    95.51
| epoch   7 |   880/ 1389 batches | lr 1.20 | ms/batch 20.16 | loss  4.38 | ppl    79.64
| epoch   7 |   890/ 1389 batches | lr 1.20 | ms/batch 20.07 | loss  4.36 | ppl    78.08
| epoch   7 |   900/ 1389 batches | lr 1.20 | ms/batch 20.15 | loss  4.49 | ppl    88.97
| epoch   7 |   910/ 1389 batches | lr 1.19 | ms/batch 20.31 | loss  4.50 | ppl    89.73
| epoch   7 |   920/ 1389 batches | lr 1.19 | ms/batch 20.30 | loss  4.42 | ppl    83.07
| epoch   7 |   930/ 1389 batches | lr 1.19 | ms/batch 20.40 | loss  4.58 | ppl    97.40
| epoch   7 |   940/ 1389 batches | lr 1.19 | ms/batch 20.09 | loss  4.51 | ppl    90.59
| epoch   7 |   950/ 1389 batches | lr 1.19 | ms/batch 20.21 | loss  4.43 | ppl    83.88
| epoch   7 |   960/ 1389 batches | lr 1.19 | ms/batch 20.57 | loss  4.42 | ppl    82.74
| epoch   7 |   970/ 1389 batches | lr 1.19 | ms/batch 20.06 | loss  4.36 | ppl    78.54
| epoch   7 |   980/ 1389 batches | lr 1.19 | ms/batch 20.30 | loss  4.36 | ppl    78.00
| epoch   7 |   990/ 1389 batches | lr 1.19 | ms/batch 20.24 | loss  4.47 | ppl    87.65
| epoch   7 |  1000/ 1389 batches | lr 1.19 | ms/batch 20.45 | loss  4.48 | ppl    88.60
| epoch   7 |  1010/ 1389 batches | lr 1.19 | ms/batch 20.10 | loss  4.45 | ppl    85.95
| epoch   7 |  1020/ 1389 batches | lr 1.19 | ms/batch 20.23 | loss  4.39 | ppl    80.76
| epoch   7 |  1030/ 1389 batches | lr 1.19 | ms/batch 20.34 | loss  4.30 | ppl    73.72
| epoch   7 |  1040/ 1389 batches | lr 1.19 | ms/batch 20.38 | loss  4.34 | ppl    76.64
| epoch   7 |  1050/ 1389 batches | lr 1.19 | ms/batch 20.22 | loss  4.19 | ppl    66.14
| epoch   7 |  1060/ 1389 batches | lr 1.19 | ms/batch 20.17 | loss  4.27 | ppl    71.40
| epoch   7 |  1070/ 1389 batches | lr 1.18 | ms/batch 20.54 | loss  4.44 | ppl    85.06
| epoch   7 |  1080/ 1389 batches | lr 1.18 | ms/batch 19.94 | loss  4.34 | ppl    76.81
| epoch   7 |  1090/ 1389 batches | lr 1.18 | ms/batch 20.31 | loss  4.44 | ppl    84.79
| epoch   7 |  1100/ 1389 batches | lr 1.18 | ms/batch 20.38 | loss  4.41 | ppl    81.92
| epoch   7 |  1110/ 1389 batches | lr 1.18 | ms/batch 20.32 | loss  4.59 | ppl    98.21
| epoch   7 |  1120/ 1389 batches | lr 1.18 | ms/batch 20.26 | loss  4.40 | ppl    81.23
| epoch   7 |  1130/ 1389 batches | lr 1.18 | ms/batch 20.29 | loss  4.47 | ppl    87.08
| epoch   7 |  1140/ 1389 batches | lr 1.18 | ms/batch 20.07 | loss  4.45 | ppl    85.47
| epoch   7 |  1150/ 1389 batches | lr 1.18 | ms/batch 20.32 | loss  4.49 | ppl    89.39
| epoch   7 |  1160/ 1389 batches | lr 1.18 | ms/batch 20.22 | loss  4.29 | ppl    72.77
| epoch   7 |  1170/ 1389 batches | lr 1.18 | ms/batch 20.33 | loss  4.38 | ppl    79.66
| epoch   7 |  1180/ 1389 batches | lr 1.18 | ms/batch 20.52 | loss  4.48 | ppl    88.24
| epoch   7 |  1190/ 1389 batches | lr 1.18 | ms/batch 20.43 | loss  4.35 | ppl    77.39
| epoch   7 |  1200/ 1389 batches | lr 1.18 | ms/batch 20.02 | loss  4.54 | ppl    93.29
| epoch   7 |  1210/ 1389 batches | lr 1.18 | ms/batch 20.22 | loss  4.61 | ppl    99.98
| epoch   7 |  1220/ 1389 batches | lr 1.18 | ms/batch 20.25 | loss  4.38 | ppl    79.50
| epoch   7 |  1230/ 1389 batches | lr 1.17 | ms/batch 20.25 | loss  4.40 | ppl    81.32
| epoch   7 |  1240/ 1389 batches | lr 1.17 | ms/batch 20.46 | loss  4.40 | ppl    81.46
| epoch   7 |  1250/ 1389 batches | lr 1.17 | ms/batch 19.98 | loss  4.42 | ppl    83.41
| epoch   7 |  1260/ 1389 batches | lr 1.17 | ms/batch 20.32 | loss  4.57 | ppl    96.12
| epoch   7 |  1270/ 1389 batches | lr 1.17 | ms/batch 20.67 | loss  4.43 | ppl    83.60
| epoch   7 |  1280/ 1389 batches | lr 1.17 | ms/batch 20.05 | loss  4.33 | ppl    76.21
| epoch   7 |  1290/ 1389 batches | lr 1.17 | ms/batch 20.09 | loss  4.37 | ppl    79.43
| epoch   7 |  1300/ 1389 batches | lr 1.17 | ms/batch 20.69 | loss  4.41 | ppl    82.31
| epoch   7 |  1310/ 1389 batches | lr 1.17 | ms/batch 19.93 | loss  4.34 | ppl    76.70
| epoch   7 |  1320/ 1389 batches | lr 1.17 | ms/batch 20.28 | loss  4.47 | ppl    87.44
| epoch   7 |  1330/ 1389 batches | lr 1.17 | ms/batch 20.46 | loss  4.46 | ppl    86.07
| epoch   7 |  1340/ 1389 batches | lr 1.17 | ms/batch 20.08 | loss  4.48 | ppl    88.21
| epoch   7 |  1350/ 1389 batches | lr 1.17 | ms/batch 20.24 | loss  4.45 | ppl    85.33
| epoch   7 |  1360/ 1389 batches | lr 1.17 | ms/batch 20.43 | loss  4.45 | ppl    85.53
| epoch   7 |  1370/ 1389 batches | lr 1.17 | ms/batch 20.50 | loss  4.36 | ppl    78.36
| epoch   7 |  1380/ 1389 batches | lr 1.17 | ms/batch 19.86 | loss  4.37 | ppl    78.72
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 29.64s | valid loss  4.84 | valid ppl   126.69
-----------------------------------------------------------------------------------------
| epoch   8 |    10/ 1389 batches | lr 1.16 | ms/batch 22.46 | loss  4.86 | ppl   128.60
| epoch   8 |    20/ 1389 batches | lr 1.16 | ms/batch 20.25 | loss  4.43 | ppl    83.53
| epoch   8 |    30/ 1389 batches | lr 1.16 | ms/batch 20.51 | loss  4.43 | ppl    83.84
| epoch   8 |    40/ 1389 batches | lr 1.16 | ms/batch 20.25 | loss  4.47 | ppl    86.95
| epoch   8 |    50/ 1389 batches | lr 1.16 | ms/batch 20.25 | loss  4.45 | ppl    85.44
| epoch   8 |    60/ 1389 batches | lr 1.16 | ms/batch 19.96 | loss  4.43 | ppl    83.66
| epoch   8 |    70/ 1389 batches | lr 1.16 | ms/batch 20.21 | loss  4.32 | ppl    75.05
| epoch   8 |    80/ 1389 batches | lr 1.16 | ms/batch 20.32 | loss  4.47 | ppl    87.11
| epoch   8 |    90/ 1389 batches | lr 1.16 | ms/batch 20.44 | loss  4.51 | ppl    91.31
| epoch   8 |   100/ 1389 batches | lr 1.16 | ms/batch 20.00 | loss  4.51 | ppl    90.53
| epoch   8 |   110/ 1389 batches | lr 1.16 | ms/batch 20.31 | loss  4.45 | ppl    85.70
| epoch   8 |   120/ 1389 batches | lr 1.16 | ms/batch 20.29 | loss  4.33 | ppl    76.05
| epoch   8 |   130/ 1389 batches | lr 1.16 | ms/batch 20.51 | loss  4.40 | ppl    81.63
| epoch   8 |   140/ 1389 batches | lr 1.16 | ms/batch 20.34 | loss  4.47 | ppl    87.39
| epoch   8 |   150/ 1389 batches | lr 1.16 | ms/batch 20.08 | loss  4.49 | ppl    88.76
| epoch   8 |   160/ 1389 batches | lr 1.16 | ms/batch 20.05 | loss  4.50 | ppl    89.57
| epoch   8 |   170/ 1389 batches | lr 1.15 | ms/batch 20.32 | loss  4.46 | ppl    86.09
| epoch   8 |   180/ 1389 batches | lr 1.15 | ms/batch 20.30 | loss  4.51 | ppl    91.25
| epoch   8 |   190/ 1389 batches | lr 1.15 | ms/batch 20.24 | loss  4.49 | ppl    88.75
| epoch   8 |   200/ 1389 batches | lr 1.15 | ms/batch 20.63 | loss  4.34 | ppl    76.42
| epoch   8 |   210/ 1389 batches | lr 1.15 | ms/batch 20.00 | loss  4.38 | ppl    79.77
| epoch   8 |   220/ 1389 batches | lr 1.15 | ms/batch 20.25 | loss  4.45 | ppl    85.38
| epoch   8 |   230/ 1389 batches | lr 1.15 | ms/batch 20.23 | loss  4.49 | ppl    89.06
| epoch   8 |   240/ 1389 batches | lr 1.15 | ms/batch 20.21 | loss  4.51 | ppl    91.13
| epoch   8 |   250/ 1389 batches | lr 1.15 | ms/batch 20.49 | loss  4.33 | ppl    75.96
| epoch   8 |   260/ 1389 batches | lr 1.15 | ms/batch 20.25 | loss  4.43 | ppl    84.07
| epoch   8 |   270/ 1389 batches | lr 1.15 | ms/batch 20.06 | loss  4.45 | ppl    85.23
| epoch   8 |   280/ 1389 batches | lr 1.15 | ms/batch 20.39 | loss  4.37 | ppl    78.85
| epoch   8 |   290/ 1389 batches | lr 1.15 | ms/batch 20.20 | loss  4.45 | ppl    85.47
| epoch   8 |   300/ 1389 batches | lr 1.15 | ms/batch 20.53 | loss  4.52 | ppl    92.13
| epoch   8 |   310/ 1389 batches | lr 1.15 | ms/batch 19.75 | loss  4.39 | ppl    80.39
| epoch   8 |   320/ 1389 batches | lr 1.15 | ms/batch 20.35 | loss  4.47 | ppl    87.18
| epoch   8 |   330/ 1389 batches | lr 1.15 | ms/batch 20.33 | loss  4.46 | ppl    86.69
| epoch   8 |   340/ 1389 batches | lr 1.14 | ms/batch 20.19 | loss  4.47 | ppl    87.67
| epoch   8 |   350/ 1389 batches | lr 1.14 | ms/batch 20.79 | loss  4.43 | ppl    84.08
| epoch   8 |   360/ 1389 batches | lr 1.14 | ms/batch 19.90 | loss  4.48 | ppl    88.42
| epoch   8 |   370/ 1389 batches | lr 1.14 | ms/batch 20.04 | loss  4.56 | ppl    95.82
| epoch   8 |   380/ 1389 batches | lr 1.14 | ms/batch 20.20 | loss  4.58 | ppl    97.54
| epoch   8 |   390/ 1389 batches | lr 1.14 | ms/batch 20.29 | loss  4.63 | ppl   102.45
| epoch   8 |   400/ 1389 batches | lr 1.14 | ms/batch 20.68 | loss  4.47 | ppl    87.12
| epoch   8 |   410/ 1389 batches | lr 1.14 | ms/batch 19.82 | loss  4.46 | ppl    86.13
| epoch   8 |   420/ 1389 batches | lr 1.14 | ms/batch 20.30 | loss  4.44 | ppl    84.38
| epoch   8 |   430/ 1389 batches | lr 1.14 | ms/batch 20.65 | loss  4.37 | ppl    79.00
| epoch   8 |   440/ 1389 batches | lr 1.14 | ms/batch 19.86 | loss  4.45 | ppl    85.44
| epoch   8 |   450/ 1389 batches | lr 1.14 | ms/batch 20.82 | loss  4.45 | ppl    85.54
| epoch   8 |   460/ 1389 batches | lr 1.14 | ms/batch 19.60 | loss  4.49 | ppl    89.23
| epoch   8 |   470/ 1389 batches | lr 1.14 | ms/batch 20.26 | loss  4.57 | ppl    96.62
| epoch   8 |   480/ 1389 batches | lr 1.14 | ms/batch 20.20 | loss  4.52 | ppl    92.22
| epoch   8 |   490/ 1389 batches | lr 1.14 | ms/batch 20.37 | loss  4.39 | ppl    80.29
| epoch   8 |   500/ 1389 batches | lr 1.14 | ms/batch 20.81 | loss  4.44 | ppl    85.15
| epoch   8 |   510/ 1389 batches | lr 1.14 | ms/batch 19.87 | loss  4.26 | ppl    70.70
| epoch   8 |   520/ 1389 batches | lr 1.13 | ms/batch 20.08 | loss  4.40 | ppl    81.36
| epoch   8 |   530/ 1389 batches | lr 1.13 | ms/batch 20.14 | loss  4.43 | ppl    84.25
| epoch   8 |   540/ 1389 batches | lr 1.13 | ms/batch 20.39 | loss  4.42 | ppl    83.24
| epoch   8 |   550/ 1389 batches | lr 1.13 | ms/batch 21.25 | loss  4.34 | ppl    76.79
| epoch   8 |   560/ 1389 batches | lr 1.13 | ms/batch 19.57 | loss  4.42 | ppl    82.83
| epoch   8 |   570/ 1389 batches | lr 1.13 | ms/batch 19.80 | loss  4.45 | ppl    85.26
| epoch   8 |   580/ 1389 batches | lr 1.13 | ms/batch 20.44 | loss  4.54 | ppl    93.72
| epoch   8 |   590/ 1389 batches | lr 1.13 | ms/batch 20.36 | loss  4.47 | ppl    87.21
| epoch   8 |   600/ 1389 batches | lr 1.13 | ms/batch 20.35 | loss  4.37 | ppl    79.08
| epoch   8 |   610/ 1389 batches | lr 1.13 | ms/batch 20.00 | loss  4.39 | ppl    80.30
| epoch   8 |   620/ 1389 batches | lr 1.13 | ms/batch 20.19 | loss  4.39 | ppl    80.78
| epoch   8 |   630/ 1389 batches | lr 1.13 | ms/batch 20.15 | loss  4.34 | ppl    76.59
| epoch   8 |   640/ 1389 batches | lr 1.13 | ms/batch 20.46 | loss  4.39 | ppl    80.36
| epoch   8 |   650/ 1389 batches | lr 1.13 | ms/batch 20.66 | loss  4.43 | ppl    83.98
| epoch   8 |   660/ 1389 batches | lr 1.13 | ms/batch 19.89 | loss  4.45 | ppl    85.25
| epoch   8 |   670/ 1389 batches | lr 1.13 | ms/batch 20.19 | loss  4.45 | ppl    85.46
| epoch   8 |   680/ 1389 batches | lr 1.13 | ms/batch 20.32 | loss  4.38 | ppl    80.00
| epoch   8 |   690/ 1389 batches | lr 1.13 | ms/batch 20.59 | loss  4.27 | ppl    71.76
| epoch   8 |   700/ 1389 batches | lr 1.13 | ms/batch 20.18 | loss  4.30 | ppl    73.71
| epoch   8 |   710/ 1389 batches | lr 1.12 | ms/batch 20.15 | loss  4.38 | ppl    80.19
| epoch   8 |   720/ 1389 batches | lr 1.12 | ms/batch 20.20 | loss  4.39 | ppl    80.66
| epoch   8 |   730/ 1389 batches | lr 1.12 | ms/batch 20.42 | loss  4.37 | ppl    78.81
| epoch   8 |   740/ 1389 batches | lr 1.12 | ms/batch 20.27 | loss  4.39 | ppl    80.64
| epoch   8 |   750/ 1389 batches | lr 1.12 | ms/batch 20.23 | loss  4.32 | ppl    74.89
| epoch   8 |   760/ 1389 batches | lr 1.12 | ms/batch 20.20 | loss  4.47 | ppl    87.28
| epoch   8 |   770/ 1389 batches | lr 1.12 | ms/batch 20.17 | loss  4.46 | ppl    86.76
| epoch   8 |   780/ 1389 batches | lr 1.12 | ms/batch 20.48 | loss  4.39 | ppl    80.37
| epoch   8 |   790/ 1389 batches | lr 1.12 | ms/batch 20.48 | loss  4.29 | ppl    73.23
| epoch   8 |   800/ 1389 batches | lr 1.12 | ms/batch 20.53 | loss  4.44 | ppl    84.58
| epoch   8 |   810/ 1389 batches | lr 1.12 | ms/batch 20.06 | loss  4.43 | ppl    83.52
| epoch   8 |   820/ 1389 batches | lr 1.12 | ms/batch 20.08 | loss  4.40 | ppl    81.40
| epoch   8 |   830/ 1389 batches | lr 1.12 | ms/batch 20.32 | loss  4.32 | ppl    75.50
| epoch   8 |   840/ 1389 batches | lr 1.12 | ms/batch 20.37 | loss  4.24 | ppl    69.68
| epoch   8 |   850/ 1389 batches | lr 1.12 | ms/batch 20.43 | loss  4.29 | ppl    73.12
| epoch   8 |   860/ 1389 batches | lr 1.12 | ms/batch 20.26 | loss  4.36 | ppl    78.25
| epoch   8 |   870/ 1389 batches | lr 1.12 | ms/batch 20.11 | loss  4.49 | ppl    88.71
| epoch   8 |   880/ 1389 batches | lr 1.12 | ms/batch 20.37 | loss  4.32 | ppl    74.88
| epoch   8 |   890/ 1389 batches | lr 1.11 | ms/batch 20.42 | loss  4.28 | ppl    72.40
| epoch   8 |   900/ 1389 batches | lr 1.11 | ms/batch 20.38 | loss  4.43 | ppl    83.54
| epoch   8 |   910/ 1389 batches | lr 1.11 | ms/batch 19.82 | loss  4.42 | ppl    82.71
| epoch   8 |   920/ 1389 batches | lr 1.11 | ms/batch 20.42 | loss  4.33 | ppl    76.05
| epoch   8 |   930/ 1389 batches | lr 1.11 | ms/batch 20.18 | loss  4.50 | ppl    90.47
| epoch   8 |   940/ 1389 batches | lr 1.11 | ms/batch 20.40 | loss  4.43 | ppl    83.62
| epoch   8 |   950/ 1389 batches | lr 1.11 | ms/batch 20.35 | loss  4.37 | ppl    78.76
| epoch   8 |   960/ 1389 batches | lr 1.11 | ms/batch 20.23 | loss  4.34 | ppl    76.54
| epoch   8 |   970/ 1389 batches | lr 1.11 | ms/batch 20.10 | loss  4.28 | ppl    72.15
| epoch   8 |   980/ 1389 batches | lr 1.11 | ms/batch 20.58 | loss  4.29 | ppl    72.83
| epoch   8 |   990/ 1389 batches | lr 1.11 | ms/batch 20.13 | loss  4.40 | ppl    81.45
| epoch   8 |  1000/ 1389 batches | lr 1.11 | ms/batch 20.46 | loss  4.40 | ppl    81.47
| epoch   8 |  1010/ 1389 batches | lr 1.11 | ms/batch 20.06 | loss  4.36 | ppl    78.64
| epoch   8 |  1020/ 1389 batches | lr 1.11 | ms/batch 20.25 | loss  4.32 | ppl    75.27
| epoch   8 |  1030/ 1389 batches | lr 1.11 | ms/batch 20.52 | loss  4.22 | ppl    68.19
| epoch   8 |  1040/ 1389 batches | lr 1.11 | ms/batch 20.38 | loss  4.27 | ppl    71.65
| epoch   8 |  1050/ 1389 batches | lr 1.11 | ms/batch 20.33 | loss  4.14 | ppl    62.58
| epoch   8 |  1060/ 1389 batches | lr 1.11 | ms/batch 20.56 | loss  4.20 | ppl    66.90
| epoch   8 |  1070/ 1389 batches | lr 1.11 | ms/batch 19.95 | loss  4.36 | ppl    78.56
| epoch   8 |  1080/ 1389 batches | lr 1.11 | ms/batch 20.16 | loss  4.28 | ppl    72.10
| epoch   8 |  1090/ 1389 batches | lr 1.10 | ms/batch 20.38 | loss  4.36 | ppl    78.27
| epoch   8 |  1100/ 1389 batches | lr 1.10 | ms/batch 20.32 | loss  4.34 | ppl    76.75
| epoch   8 |  1110/ 1389 batches | lr 1.10 | ms/batch 20.19 | loss  4.50 | ppl    89.86
| epoch   8 |  1120/ 1389 batches | lr 1.10 | ms/batch 20.23 | loss  4.33 | ppl    76.12
| epoch   8 |  1130/ 1389 batches | lr 1.10 | ms/batch 20.36 | loss  4.39 | ppl    80.45
| epoch   8 |  1140/ 1389 batches | lr 1.10 | ms/batch 20.38 | loss  4.37 | ppl    78.93
| epoch   8 |  1150/ 1389 batches | lr 1.10 | ms/batch 20.33 | loss  4.42 | ppl    83.32
| epoch   8 |  1160/ 1389 batches | lr 1.10 | ms/batch 20.36 | loss  4.23 | ppl    68.51
| epoch   8 |  1170/ 1389 batches | lr 1.10 | ms/batch 20.04 | loss  4.29 | ppl    73.30
| epoch   8 |  1180/ 1389 batches | lr 1.10 | ms/batch 20.39 | loss  4.41 | ppl    82.64
| epoch   8 |  1190/ 1389 batches | lr 1.10 | ms/batch 20.17 | loss  4.28 | ppl    72.28
| epoch   8 |  1200/ 1389 batches | lr 1.10 | ms/batch 20.30 | loss  4.46 | ppl    86.63
| epoch   8 |  1210/ 1389 batches | lr 1.10 | ms/batch 20.13 | loss  4.54 | ppl    93.35
| epoch   8 |  1220/ 1389 batches | lr 1.10 | ms/batch 20.34 | loss  4.31 | ppl    74.07
| epoch   8 |  1230/ 1389 batches | lr 1.10 | ms/batch 20.39 | loss  4.32 | ppl    74.92
| epoch   8 |  1240/ 1389 batches | lr 1.10 | ms/batch 20.22 | loss  4.31 | ppl    74.66
| epoch   8 |  1250/ 1389 batches | lr 1.10 | ms/batch 20.70 | loss  4.36 | ppl    78.34
| epoch   8 |  1260/ 1389 batches | lr 1.10 | ms/batch 19.82 | loss  4.48 | ppl    88.57
| epoch   8 |  1270/ 1389 batches | lr 1.10 | ms/batch 20.41 | loss  4.36 | ppl    78.58
| epoch   8 |  1280/ 1389 batches | lr 1.10 | ms/batch 20.32 | loss  4.26 | ppl    71.08
| epoch   8 |  1290/ 1389 batches | lr 1.09 | ms/batch 20.21 | loss  4.29 | ppl    73.22
| epoch   8 |  1300/ 1389 batches | lr 1.09 | ms/batch 20.58 | loss  4.35 | ppl    77.15
| epoch   8 |  1310/ 1389 batches | lr 1.09 | ms/batch 20.07 | loss  4.27 | ppl    71.56
| epoch   8 |  1320/ 1389 batches | lr 1.09 | ms/batch 20.31 | loss  4.40 | ppl    81.43
| epoch   8 |  1330/ 1389 batches | lr 1.09 | ms/batch 20.17 | loss  4.37 | ppl    78.85
| epoch   8 |  1340/ 1389 batches | lr 1.09 | ms/batch 20.28 | loss  4.41 | ppl    82.18
| epoch   8 |  1350/ 1389 batches | lr 1.09 | ms/batch 20.33 | loss  4.38 | ppl    79.92
| epoch   8 |  1360/ 1389 batches | lr 1.09 | ms/batch 20.07 | loss  4.36 | ppl    78.06
| epoch   8 |  1370/ 1389 batches | lr 1.09 | ms/batch 20.14 | loss  4.29 | ppl    73.27
| epoch   8 |  1380/ 1389 batches | lr 1.09 | ms/batch 20.37 | loss  4.29 | ppl    72.97
-----------------------------------------------------------------------------------------
| end of epoch   8 | time: 29.66s | valid loss  4.80 | valid ppl   121.35
-----------------------------------------------------------------------------------------
| epoch   9 |    10/ 1389 batches | lr 1.09 | ms/batch 22.30 | loss  4.77 | ppl   117.80
| epoch   9 |    20/ 1389 batches | lr 1.09 | ms/batch 20.25 | loss  4.35 | ppl    77.77
| epoch   9 |    30/ 1389 batches | lr 1.09 | ms/batch 20.79 | loss  4.36 | ppl    78.13
| epoch   9 |    40/ 1389 batches | lr 1.09 | ms/batch 20.40 | loss  4.39 | ppl    80.37
| epoch   9 |    50/ 1389 batches | lr 1.09 | ms/batch 19.90 | loss  4.37 | ppl    79.02
| epoch   9 |    60/ 1389 batches | lr 1.09 | ms/batch 20.18 | loss  4.37 | ppl    78.83
| epoch   9 |    70/ 1389 batches | lr 1.09 | ms/batch 20.22 | loss  4.26 | ppl    70.94
| epoch   9 |    80/ 1389 batches | lr 1.09 | ms/batch 20.76 | loss  4.41 | ppl    82.21
| epoch   9 |    90/ 1389 batches | lr 1.09 | ms/batch 20.79 | loss  4.45 | ppl    85.25
| epoch   9 |   100/ 1389 batches | lr 1.08 | ms/batch 19.66 | loss  4.41 | ppl    82.45
| epoch   9 |   110/ 1389 batches | lr 1.08 | ms/batch 19.96 | loss  4.38 | ppl    80.16
| epoch   9 |   120/ 1389 batches | lr 1.08 | ms/batch 20.40 | loss  4.25 | ppl    69.85
| epoch   9 |   130/ 1389 batches | lr 1.08 | ms/batch 20.08 | loss  4.33 | ppl    75.62
| epoch   9 |   140/ 1389 batches | lr 1.08 | ms/batch 20.18 | loss  4.40 | ppl    81.59
| epoch   9 |   150/ 1389 batches | lr 1.08 | ms/batch 20.19 | loss  4.40 | ppl    81.70
| epoch   9 |   160/ 1389 batches | lr 1.08 | ms/batch 20.29 | loss  4.41 | ppl    82.40
| epoch   9 |   170/ 1389 batches | lr 1.08 | ms/batch 20.37 | loss  4.38 | ppl    79.95
| epoch   9 |   180/ 1389 batches | lr 1.08 | ms/batch 20.38 | loss  4.43 | ppl    83.57
| epoch   9 |   190/ 1389 batches | lr 1.08 | ms/batch 20.13 | loss  4.41 | ppl    82.61
| epoch   9 |   200/ 1389 batches | lr 1.08 | ms/batch 20.18 | loss  4.27 | ppl    71.87
| epoch   9 |   210/ 1389 batches | lr 1.08 | ms/batch 20.11 | loss  4.32 | ppl    75.45
| epoch   9 |   220/ 1389 batches | lr 1.08 | ms/batch 20.28 | loss  4.37 | ppl    78.77
